api_member_id,api_date,api_type,api_kind,api_relation,api_detail,api_current_valuation,api_origin_valuation,api_increased_amount,api_decreased_amount,api_reason_change
4019850M,202103,예금,,본인,"(주)KB손해보험 23,949(3,861 증가), DB손해보험(주) 30,000, 농협생명보험 10,000(1,200 증가), 농협손해보 험 420(3,360 감소), 농협은행 9,005(27,974 감소), 농협중앙회 4,508(3,777 증가), 삼성화재해상보험 17,845, 새마을금고 5,150(150 증가), 신한은행1,808,669(679,837 증가), 오렌지라이프생명보험 주식회사 360,000, 푸르덴셜생명보험 168,960",2438506,1781015,1173557,516066,"임대수입,배당수입,증여수입,급여수입 저축예금수입 등으로 예금이 증가하고 대출금 일부상환, 기부금, 국세납부, 배우자 건물매입자금 등으로 예금이 감소 변경되었음"
14M56632,202103,증권,비상장주식,배우자,"일진금속공업(주) 280,000주, 일진단조공업(주) 30,000주",2436480,2436480,0,0,
14M56632,202008,증권,비상장주식,배우자,"일진금속공업(주) 280,000주, 일진단조공업(주) 30,000주",2436480,,,,
N4R2421C,202303,토지,대지,본인,서울특별시 송파구 잠실동 196-18번지 245.00㎡ 중171.50㎡,2435300,2246650,188650,0,공시가격 변동
14M56632,202103,건물,공장,배우자,"경상남도 창원시 의창구 팔용동 대지 2,532.70㎡ 건물1,979.08㎡",2433711,2426113,7598,0,"건물가액 변동, 금오엔지니어링 공장부지"
N4R2421C,202403,토지,대지,본인,서울특별시 송파구 잠실동 196-10번지 182.70㎡,2431737,2594340,0,162603,공시가격 변동
14M56632,202008,건물,공장,배우자,"경상남도 창원시 의창구 팔용동 대지 2,532.70㎡ 건물 1,979.08㎡",2426113,,,,
06X3845L,201608,예금,,모,"국민은행 385,896, 하나은행 838,178, 한화생명보험주식회사 1,200,000",2424074,,,,
Q9H5708M,202303,건물,아파트,본인,서울특별시 강남구 도곡동 개포4차 우성 아파트 건물153.70㎡,2422000,2106000,316000,0,가액변동
7XY7109I,201703,예금,,본인,"하나금융투자 2,200,457(289 증가), 푸르덴셜생명보험68,120(68,120 증가), 신영증권 190(190 증가), 중소기업은행106,694(208,533 감소), 삼성생명보험 30,574(30,574 증가),신한은행 34(34 증가), (주)KB손해보험 6,900(3,600 증가), 농협은행 2,912(2,912 증가), 유안타증권 53(53 증가),농협중앙회 614(614 증가), KB증권(구)현대증권 120(120증가)",2416668,2518695,106576,208603,아파트 및 보유 주식 매도로 인한 예금 증가
5HG31863,201903,건물,아파트,본인,서울특별시 강남구 압구정동 한양아파트 건물 208.65㎡,2416000,2080000,336000,0,가액변동
5HG31863,202003,건물,아파트,본인,서울특별시 강남구 압구정동 한양아파트 건물 208.65㎡,2416000,2416000,,,가액 변동없음
MSY7784L,202303,증권,상장주식,배우자,"LG에너지솔루션 533주(533주 증가), LG전자 0주(5,465주 감소), LG화학 0주(325주 감소), SK바이오사이언스 53주, SK아이이테크놀로지 45주, SK이노베이션 497주(5주 증가), 고려아연 219주(219주 증가), 대우증권보통주 312주, 대한항공 777주(777주 증가), 삼성전기 1,879주, 삼성전자 27,406주(50주 증가), 현대모비스 457주, 현대차586주",2399057,3845426,373469,1819838,"비상장주식 평가액 하락, 상장주식 신규 매수"
MU69217P,202403,건물,아파트,본인,서울특별시 서초구 반포동 반포써밋 건물 106.52㎡,2397000,2555000,0,158000,공시가격 반영
LH97552Q,202303,건물,근린생활시설,본인,"부산광역시 강서구 강동동 대지 1,514.00㎡ 건물 538.00㎡",2396745,2161132,235613,0,가액변동
14M56632,202203, 건물,공장,배우자,"경상남도 창원시 의창구 팔용동 대지 2,532.70㎡ 건물1,979.08㎡",2396262,2433711,0,37449,가액변동(건물가액 감소)
N4R2421C,202203, 토지,대지,본인,서울특별시 송파구 잠실동 196-10번지 182.70㎡,2393370,2219805,173565,0,공시지가 일괄반영
MQU41854,202403,건물,근린생활시설,배우자,서울특별시 용산구 원효로3가 대지 180.20㎡ 건물 360.24㎡,2391617,2519199,0,127582,공시가격 반영
HRG9655C,202408,예금,,배우자,"(주)KB손해보험 49,512, COMMERZ BANK 602,063, NH투자증권 554,209,교보생명보험 313,500, 국민은행 139,177, 미래에셋생명보험 230,000,스탠다드차타드은행 395,309, 신한라이프생명보험 100,563, 한국투자증권 25,현대해상화재보험 6,264",2390622,,,,
17M85910,202203, 건물,아파트,본인,서울특별시 송파구 잠실동 송파구 잠실동 아시아선수촌건물 134.48㎡,2388000,2208000,180000,0,가액변동
NQR1206Q,202403,예금,,배우자,"(주)KB손해보험 174(174 증가), (주)KEB하나은행 2,059,878(1,745,237 증가), AIA생명보험주식회사131,518(131,518 증가), MG손해보험(주) 0(10,438 감소),교보생명보험 48,800(2,400 증가), 국민은행 10,934(181,023 감소), 삼성증권 4, 새마을금고중앙회7,853(1,660 증가), 우리은행 6,683(6,218 감소),하나생명보험 50,000, 하나증권 68,955(443 감소)",2384799,701932,2123175,440308,"해약 및 신규, 전세만료 보증금 반환, 급여 등"
4019850M,201803,채권,,본인,사인간채권 증가,2384303,2030000,354303,0,예금에서 채권금액 변동
CFE3998F,201603,채권,,본인,사인간채권 증가,2365801,2329801,333000,297000,"사인간채권 일부환수
사인간채권 추가"
G7512472,202303,건물,아파트,본인,서울특별시 강남구 논현동 동양파라곤 건물 106.33㎡,2356000,2031000,325000,0,공시가격 변동
7XY7109I,201803,예금,,본인,"하나금융투자 2,200,458(1 증가), 푸르덴셜생명보험
71,240(3,120 증가), 신영증권 191(1 증가), 중소기업은행
37,070(69,624 감소), 삼성생명보험 30,574, 신한은행 34, KB증권 121(1 증가), (주)KB손해보험 10,500(3,600 증가),
농협은행 4,444(1,532 증가), 유안타증권 53, 농협중앙회
743(129 증가)",2355428,2416668,11247,72487,생활비 지출 및 사인간 채권 등
QKY38290,202003,예금,,본인,"(주)KEB하나은행 87,934(50,102 증가), 농협은행 14,049(6,024 증가), 메리츠종금증권 0(61 감소), 미래에
 셋대우(주) 66(1 증가), 삼성생명보험 84,000, 삼성증권
 2,165,850(343,715 증가), 서울변호사신용협동조합 157,
 신용협동조합중앙회 113",2352169,1952388,399842,61,평가액증가 및 급여저축
SSF6805Q,201603,채무,금융기관채무,본인,"신한은행 398,000, 농협은행 1,869,989(419,989 증가),
아주캐피탈 7,289(3,056 감소), 농협중앙회 76,000(428,408 감소)",2351278,2362753,446000,457475,채무일부상환 및 재대출
VHK3402G,201903,예금,,본인,"상진 119(3 증가), 청주중앙신협 114(3 증가), 미래에셋생명보험 79,920, 우리은행 652,242(607,797 증가), 신용협동조합중앙회 489(12 증가), 새마을금고 520(12 증가), DB금융투자 0(110,031 감소), KB증권 11,115(6,366 증가), NH투자증권 50, 농협은행 207,011(27,069 증가), 신한금융투자(주) 3, 진천 131(2 증가), 국민은행 793,171(175,388 감소), 한화생명보험 600,000, 에이비엘생명보험 6,000, 남청주신협 104(2 증가)",2350989,1995142,1472356,1116509,"예금이자, 급여저축 및생활비 사용"
PZA4062H,202303,건물,아파트,배우자,서울특별시 서초구 서초동 삼풍아파트 건물 130.23㎡,2348000,1924000,424000,0,가액변동
LBC8144B,202303,토지,대지,본인,서울특별시 영등포구 당산동1가 41-3번지 243.00㎡,2342034,2342034,0,0,변동없음
3OQ8273H,202408,건물,아파트,배우자,서울특별시 서초구 잠원동 70 신반포4 건물 137.10㎡ 중 102.82㎡,2340000,,,,
2WQ6656P,201703,토지,전,본인,"부산광역시 해운대구광역시 반송동 7451번지 12,629.00㎡",2336365,2210075,126290,0,가액변동
L5P27909,202408,건물,빌딩,배우자,"서울특별시 강남구 대치동 (890-13, 890-14, 890-15) 건물
0.00㎡ 중 0.00㎡ (건물 총면적 14,027.58㎡ 감소, 지분면적 3,294.38㎡ 감소)",2332697,,,,
N4R2421C,202103,토지,대지,본인,서울특별시 송파구 잠실동 196-17번지 273.70㎡ 중 191.60㎡,2327940,2260880,67060,0,가액변동
QQ429063,202408,건물,근린생활시설,본인,서울특별시 용산구 문배동 대지 418.50㎡ 중 209.25㎡ 건물 275.34㎡ 중137.67㎡,2326634,,,,
NQR1206Q,202303,건물,아파트,배우자,서울특별시 강남구 압구정동 신현대아파트 건물 183.41㎡중 91.70㎡,2326500,1845000,481500,0,가액변동
NQR1206Q,202303,건물,아파트,본인,서울특별시 강남구 압구정동 신현대아파트 건물 183.41㎡중 91.70㎡,2326500,1845000,481500,0,가액변동
V8I36226,201803,예금,,배우자,"한국교직원공제회 142,845(11,805 증가), (주)KEB하나은행
804,621(445,967 증가), PCA생명보험 0(70,000 감소),
미래에셋대우(주) 0(397,191 감소), 국민은행 23,009(210 증가), 삼성화재해상보험 150,000, 삼성생명보험 4,945, 신한은행 23, 메트라이프생명보험 57,743, 씨티은행 90,212(25,150 감소), 우리은행 780,423(67,823 증가),
한화생명보험주식회사 59,958(4,200 증가),
미래에셋생명보험 208,808(100,000 증가)",2322587,2184923,1393885,1256221,
UB114374,202103,예금,,본인,"(주)KEB하나은행 0(2 감소), 국민은행 4,041(430 감소), 농축 협 0(53,999 감소), 농협은행 40,308(40,308 증가), 대구은행 38,043(30,032 감소), 메리츠화재보험 37,628(2,552 증가),삼성생명보험 1,039,240(819,240 증가), 삼성증권 0(2 감소), 수협은행 0(3 감소), 신한은행 419,784(200,490 감소), 우리 은행 0(3 감소), 중소기업은행 532,077(208,686 감소), 한화생명보험 200,000, 현대해상화재보험 11,000(11,000 증가)",2322121,1942668,892464,513011,급여저축 및 보험금액 증가
06X3845L,201703,예금,,모,"국민은행 0(385,896 감소), (주)KEB하나은행
1,111,360(273,182 증가), 한화생명보험주식회사
1,208,160(8,160 증가)",2319520,2424074,281342,385896,
TST4507I,202003,예금,,본인,"농협생명보험 162,500(3,600 증가), 농협은행 367,410(64,159 감소), 더케이손해보험(주) 29,500(6,000
 증가), 신한금융투자(주) 867,716(98,763 증가), 현대해상
 화재보험 891,300(1,686 증가)",2318426,2272536,110049,64159,"급여 저축 및 생활비, 금전소비대차 계약 지출로 인한 변동"
6MO8786S,202303,건물,교육연구 및복지시설,배우자,부산광역시 해운대구광역시 좌동 해운대대우1차아파트대지 853.91㎡ 건물 633.74㎡,2311822,2171631,140191,0,가액변동
LH97552Q,202403,건물,근린생활시설,본인,"부산광역시 강서구 강동동 대지 1,514.00㎡ 건물 538.00㎡",2308306,2396745,0,88439,가액변동
NQR1206Q,201803,건물,"아파트
전세(임차)권",배우자,"서울특별시 강남구 도곡동 로덴하우스 웨스트빌리지 건물
244.66㎡",2300000,2300000,0,0,변동없음
NQR1206Q,201903,건물,아파트 전세(임차)권,배우자,서울특별시 강남구 도곡동 로덴하우스 웨스트빌리지 건물 244.66㎡,2300000,2300000,0,0,
NQR1206Q,201703,건물,"아파트
전세(임차)권",배우자,"서울특별시 강남구 도곡동 로덴하우스 웨스트빌리지 건물
244.66㎡",2300000,1950000,350000,0,전세보증금 증가
NQR1206Q,202003,건물,"아파트
 (전세(임차)권)",배우자,"서울특별시 강남구 도곡동 로덴하우스 웨스트빌리지 건물
 244.66㎡",2300000,2300000,,,변동없음
4019850M,202303,예금,,배우자,"(주)KEB하나은행 11,841(14 증가), DB손해보험(주) 30,000, 교보생명보험 32,376(4,197 증가), 신한은행2,216,508(318,783 증가)",2290725,1967731,905504,582510,"임대수입, 배당수입, 급여수입 등으로 예금이 증가하고 대출금 일부 상환, 기부금, 국세납부 등으로 예금이 감소되었음."
BM63269Y,202003,예금,,본인,"(주)KEB하나은행 1,494(1,459 증가), IBK연금보험주식회사 20,000(12,000 증가), NH투자증권 1,213,371(710,536 증
 가), 교보생명보험 35,700(4,080 증가), 국민은행 10,001,
 농협은행 2,230(809 증가), 동양생명보험 2,000(2,000 증 가), 신용협동조합중앙회 118(3 증가), 신한금융투자(주) 143,144(15,529 증가), 신한은행 515,532(702,679 감소),
 중소기업은행 319,527(8,774 증가), 푸르덴셜생명보험
 24,171(979 증가)",2287288,2233798,781378,727888,급여 저축 등
CAA7713A,202103,예금,,본인,"(주)KB손해보험 16,443(1,860 증가), DB손해보험(주) 156,829(8,696 증가), 교보생명보험 95,412(4,900 증가), 국민은행 158(50 증가), 농협은행 26,183(26,183 증가), 메트라이프생명보험 202,103(17,146 증가), 부 산은행 20,431(94,797 감소), 삼성생명보험 658,120(38,499 증가), 삼성증권 5,623(2 증가), 삼성화재해상보험 322, 새마을금고 86,896(8,477 증가), 새 마을금고중앙회 공제사업부 9,854(1,318 증가), 신용협 동조합중앙회 1,000(1,000 증가), 신한생명보험 50,050(3,850 증가), 신한은행 271,216(269,691 감소),케이디비생명보험 59,700(3,483 증가), 현대라이프생명보험 275,000(35,000 증가), 현대해상화재보험 349,240(15,840 증가)",2284580,2482764,369555,567739,배우자 근로소득발생
N4R2421C,202403,토지,대지,본인,서울특별시 송파구 잠실동 196-18번지 245.00㎡ 중 171.50㎡,2282665,2435300,0,152635,공시가격 변동
E6U4345C,202103,건물,근린생활시설,배우자,"서울특별시 송파구 방이동  은정빌라 대지 264.60㎡ 건 물 548.86㎡ (대지 264.60㎡ 증가, 건물 548.86㎡ 증가)",2281207,0,2281207,0,용도변경으로 상실처리후 재기입
N4R2421C,202303,토지,대지,본인,서울특별시 송파구 잠실동 196-9번지 160.50㎡,2279100,2102550,176550,0,공시가격 변동
14M56632,201603,건물,공장,배우자,"경상남도 창원시 팔용동 대지 2,532.70㎡ 건물 1,979.08㎡",2277205,2208886,68319,0,"가액변동 (금오엔지니어링
공장,사무실 부지)"
8SV6917G,202303,건물,아파트,본인,서울특별시 서초구 반포동 반포아파트 건물 140.33㎡ 중93.55㎡,2275848,2275848,0,0,변동없음(재건축진행중)
8SV6917G,202203, 건물,아파트,본인,서울특별시 서초구 반포동 반포아파트 건물 140.33㎡중 93.55㎡,2275848,2165333,110515,0,가액변동
8SV6917G,202403,건물,아파트,본인,서울특별시 서초구 반포동 반포아파트 건물 140.33㎡ 중93.55㎡,2275848,2275848,0,0,가액변동없음(재건축중)
TST4507I,201903,예금,,본인,"현대해상화재보험 889,614(1,702 증가), 농협생명보험 158,900 (3,600 증가), 신한금융투자(주) 768,953(4,778 감소), 농협은행 431,569(95,096 증가), 더케이손해보험(주) 23,500(6,000 증가)",2272536,2170916,115162,13542,급여저축으로 예금증가
7XY7109I,201903,예금,,본인,"하나금융투자 1,971,213(229,245 감소), 푸르덴셜생명보험 71,760(520 증가), 신영증권 191, 중소기업은행 36,785(285 감소), 삼성생명보험 30,574, 신한은행 44(10 증가), KB증권 121, (주)KB손해보험 14,100(3,600 증가), 농협은행 141,293 (136,849 증가), 유안타증권 53, 농협중앙회 1,084(341 증가)",2267218,2355428,2043056,2131266,전세금 인상 및 생활비 지출로 인한 예금감소
N4R2421C,201903,토지,대지,본인,서울특별시 송파구 잠실동 196-17번지 273.70㎡ 중 191.60㎡,2260880,2241720,19160,0,가액변동
N4R2421C,202003,토지,대지,본인,"서울특별시 송파구 잠실동 196-17번지 273.70㎡ 중 191.60
 ㎡",2260880,2260880,,,변동없음
IQN7588X,201608,예금,,배우자,"중소기업은행 2,258,368",2258368,,,,
17M85910,202408,건물,아파트,본인,서울특별시 송파구 잠실동 86 아시아선수촌 건물 134.48㎡,2249000,,,,
17M85910,202403,건물,아파트,본인,서울특별시 송파구 잠실동 아시아선수촌 건물 134.48㎡,2249000,2768000,0,519000,가액변동
UF53617M,202408,예금,,배우자,"IBK연금보험주식회사 150,000, 교보생명보험 116,500, 국민은행 92,321,삼성생명보험 29,731, 신한은행 1,388,038, 악사(AXA)손해보험 377, 업비트4, 한국교직원공제회 468,000, 한국투자증권 2,051",2247022,,,,
